make,model,variant,year,fuel_type,transmission,cc,mileage,seating_capacity,body_type,is_active,is_discontinued,source,confidence,range_key,start_year,end_year,model_generation,carwale_make_slug,carwale_model_slug,carwale_version_id,carwale_version_slug,carwale_model_url,ex_showroom_price
Fiat,Linea,Active 1.3,2019,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2347,active-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.4,2019,Petrol,Manual,1368,14.6,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-4-petrol-manual-1368-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2344,active-14,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.4,2019,Petrol,Manual,1368,14.9,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-4-petrol-manual-1368-2016-2020,2016,2020,Linea,fiat,linea,4797,active-14,https://www.carwale.com/fiat-cars/linea/,
Fiat,Linea,Active Multijet 1.3,2019,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-multijet-1-3-diesel-manual-1248-2016-2020,2016,2020,Linea,fiat,linea,4799,active-multijet-13,https://www.carwale.com/fiat-cars/linea/,
Fiat,Linea,Active T-Jet,2019,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2980,active-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic 1.3,2019,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2348,dynamic-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic Multijet 1.3,2019,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-multijet-1-3-diesel-manual-1248-2016-2020,2016,2020,Linea,fiat,linea,4800,dynamic-multijet-13,https://www.carwale.com/fiat-cars/linea/,
Fiat,Linea,Dynamic T-Jet,2019,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2922,dynamic-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Emotion Multijet 1.3,2019,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-emotion-multijet-1-3-diesel-manual-1248-2016-2020,2016,2020,Linea,fiat,linea,4801,emotion-multijet-13,https://www.carwale.com/fiat-cars/linea/,
Fiat,Linea,Emotion T-Jet 1.4,2019,Petrol,Manual,1368,14.2,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-emotion-t-jet-1-4-petrol-manual-1368-2016-2020,2016,2020,Linea,fiat,linea,4798,emotion-t-jet-14,https://www.carwale.com/fiat-cars/linea/,
Fiat,Linea,Active 1.3,2020,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2347,active-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.4,2020,Petrol,Manual,1368,14.6,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-4-petrol-manual-1368-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2344,active-14,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.4,2020,Petrol,Manual,1368,14.9,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-4-petrol-manual-1368-2016-2020,2016,2020,Linea,fiat,linea,4797,active-14,https://www.carwale.com/fiat-cars/linea/,
Fiat,Linea,Active Multijet 1.3,2020,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-multijet-1-3-diesel-manual-1248-2016-2020,2016,2020,Linea,fiat,linea,4799,active-multijet-13,https://www.carwale.com/fiat-cars/linea/,
Fiat,Linea,Active T-Jet,2020,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2980,active-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic 1.3,2020,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2348,dynamic-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic Multijet 1.3,2020,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-multijet-1-3-diesel-manual-1248-2016-2020,2016,2020,Linea,fiat,linea,4800,dynamic-multijet-13,https://www.carwale.com/fiat-cars/linea/,
Fiat,Linea,Dynamic T-Jet,2020,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2922,dynamic-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Emotion Multijet 1.3,2020,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-emotion-multijet-1-3-diesel-manual-1248-2016-2020,2016,2020,Linea,fiat,linea,4801,emotion-multijet-13,https://www.carwale.com/fiat-cars/linea/,
Fiat,Linea,Emotion T-Jet 1.4,2020,Petrol,Manual,1368,14.2,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-emotion-t-jet-1-4-petrol-manual-1368-2016-2020,2016,2020,Linea,fiat,linea,4798,emotion-t-jet-14,https://www.carwale.com/fiat-cars/linea/,
Fiat,Linea,Active 1.3,2021,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2347,active-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.4,2021,Petrol,Manual,1368,14.6,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-4-petrol-manual-1368-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2344,active-14,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active T-Jet,2021,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2980,active-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic 1.3,2021,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2348,dynamic-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic T-Jet,2021,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2922,dynamic-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.3,2022,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2347,active-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.4,2022,Petrol,Manual,1368,14.6,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-4-petrol-manual-1368-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2344,active-14,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active T-Jet,2022,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2980,active-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic 1.3,2022,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2348,dynamic-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic T-Jet,2022,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2922,dynamic-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.3,2023,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2347,active-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.4,2023,Petrol,Manual,1368,14.6,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-4-petrol-manual-1368-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2344,active-14,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active T-Jet,2023,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2980,active-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic 1.3,2023,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2348,dynamic-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic T-Jet,2023,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2922,dynamic-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.3,2024,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2347,active-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.4,2024,Petrol,Manual,1368,14.6,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-4-petrol-manual-1368-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2344,active-14,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active T-Jet,2024,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2980,active-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic 1.3,2024,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2348,dynamic-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic T-Jet,2024,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2922,dynamic-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.3,2025,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2347,active-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.4,2025,Petrol,Manual,1368,14.6,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-4-petrol-manual-1368-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2344,active-14,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active T-Jet,2025,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-active-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2980,active-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic 1.3,2025,Diesel,Manual,1248,20.4,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2348,dynamic-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic T-Jet,2025,Petrol,Manual,1368,15.7,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2922,dynamic-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Abarth T-Jet,2026,Petrol,Manual,1368,kmpl,5 Person,,False,True,carwale,current_year_fallback_review,fiat-linea-abarth-t-jet-petrol-manual-1368-2026-2026,2026,2026,Linea,fiat,linea,4510,abarth-t-jet,https://www.carwale.com/fiat-cars/linea/,
Fiat,Linea,Active 1.3,2026,Diesel,Manual,1248,20.4,5 Person,,True,False,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2347,active-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active 1.4,2026,Petrol,Manual,1368,14.6,5 Person,,True,False,carwale,carwale_launch_discontinue_range,fiat-linea-active-1-4-petrol-manual-1368-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2344,active-14,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Active T-Jet,2026,Petrol,Manual,1368,15.7,5 Person,,True,False,carwale,carwale_launch_discontinue_range,fiat-linea-active-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2980,active-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic 1.3,2026,Diesel,Manual,1248,20.4,5 Person,,True,False,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-1-3-diesel-manual-1248-2012-2026,2012,2026,Linea [2012-2014],fiat,linea-2012-2014,2348,dynamic-13,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea,Dynamic T-Jet,2026,Petrol,Manual,1368,15.7,5 Person,,True,False,carwale,carwale_launch_discontinue_range,fiat-linea-dynamic-t-jet-petrol-manual-1368-2013-2026,2013,2026,Linea [2012-2014],fiat,linea-2012-2014,2922,dynamic-t-jet,https://www.carwale.com/fiat-cars/linea-2012-2014/,
Fiat,Linea Classic,1.3 L Multijet Classic,2013,Diesel,Manual,1248,19.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-3-l-multijet-classic-diesel-manual-1248-2013-2017,2013,2017,Linea Classic,fiat,linea-classic,3106,13-l-multijet-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.3 L Multijet Classic +,2013,Diesel,Manual,1248,19.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-3-l-multijet-classic-diesel-manual-1248-2013-2017,2013,2017,Linea Classic,fiat,linea-classic,3107,13-l-multijet-classic-plus,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.4 L P Classic,2013,Petrol,Manual,1368,14.9,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-4-l-p-classic-petrol-manual-1368-2013-2020,2013,2020,Linea Classic,fiat,linea-classic,3105,14-l-p-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.3 L Multijet Classic,2014,Diesel,Manual,1248,19.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-3-l-multijet-classic-diesel-manual-1248-2013-2017,2013,2017,Linea Classic,fiat,linea-classic,3106,13-l-multijet-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.3 L Multijet Classic +,2014,Diesel,Manual,1248,19.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-3-l-multijet-classic-diesel-manual-1248-2013-2017,2013,2017,Linea Classic,fiat,linea-classic,3107,13-l-multijet-classic-plus,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.4 L P Classic,2014,Petrol,Manual,1368,14.9,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-4-l-p-classic-petrol-manual-1368-2013-2020,2013,2020,Linea Classic,fiat,linea-classic,3105,14-l-p-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.3 L Multijet Classic,2015,Diesel,Manual,1248,19.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-3-l-multijet-classic-diesel-manual-1248-2013-2017,2013,2017,Linea Classic,fiat,linea-classic,3106,13-l-multijet-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.3 L Multijet Classic +,2015,Diesel,Manual,1248,19.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-3-l-multijet-classic-diesel-manual-1248-2013-2017,2013,2017,Linea Classic,fiat,linea-classic,3107,13-l-multijet-classic-plus,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.4 L P Classic,2015,Petrol,Manual,1368,14.9,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-4-l-p-classic-petrol-manual-1368-2013-2020,2013,2020,Linea Classic,fiat,linea-classic,3105,14-l-p-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.3 L Multijet Classic,2016,Diesel,Manual,1248,19.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-3-l-multijet-classic-diesel-manual-1248-2013-2017,2013,2017,Linea Classic,fiat,linea-classic,3106,13-l-multijet-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.3 L Multijet Classic +,2016,Diesel,Manual,1248,19.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-3-l-multijet-classic-diesel-manual-1248-2013-2017,2013,2017,Linea Classic,fiat,linea-classic,3107,13-l-multijet-classic-plus,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.4 L P Classic,2016,Petrol,Manual,1368,14.9,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-4-l-p-classic-petrol-manual-1368-2013-2020,2013,2020,Linea Classic,fiat,linea-classic,3105,14-l-p-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.3 L Multijet Classic,2017,Diesel,Manual,1248,19.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-3-l-multijet-classic-diesel-manual-1248-2013-2017,2013,2017,Linea Classic,fiat,linea-classic,3106,13-l-multijet-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.3 L Multijet Classic +,2017,Diesel,Manual,1248,19.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-3-l-multijet-classic-diesel-manual-1248-2013-2017,2013,2017,Linea Classic,fiat,linea-classic,3107,13-l-multijet-classic-plus,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.4 L P Classic,2017,Petrol,Manual,1368,14.9,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-4-l-p-classic-petrol-manual-1368-2013-2020,2013,2020,Linea Classic,fiat,linea-classic,3105,14-l-p-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.4 L P Classic,2018,Petrol,Manual,1368,14.9,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-4-l-p-classic-petrol-manual-1368-2013-2020,2013,2020,Linea Classic,fiat,linea-classic,3105,14-l-p-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.4 L P Classic,2019,Petrol,Manual,1368,14.9,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-4-l-p-classic-petrol-manual-1368-2013-2020,2013,2020,Linea Classic,fiat,linea-classic,3105,14-l-p-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Linea Classic,1.4 L P Classic,2020,Petrol,Manual,1368,14.9,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-linea-classic-1-4-l-p-classic-petrol-manual-1368-2013-2020,2013,2020,Linea Classic,fiat,linea-classic,3105,14-l-p-classic,https://www.carwale.com/fiat-cars/linea-classic/,
Fiat,Millicento,Petrol,2026,Petrol,Automatic,,kmpl,Person,,True,False,carwale,current_year_fallback_review,fiat-millicento-petrol-petrol-automatic-2026-2026,2026,2026,Millicento,fiat,millicento,960,petrol,https://www.carwale.com/fiat-cars/millicento/,
Fiat,Petra,EL 1.2,2026,Petrol,Manual,1592,11,5 Person,,True,False,carwale,current_year_fallback_review,fiat-petra-el-1-2-petrol-manual-1592-2026-2026,2026,2026,Petra,fiat,petra,409,el-12,https://www.carwale.com/fiat-cars/petra/,
Fiat,Petra,EL 1.6 PS,2026,Petrol,Manual,1596,9.2,5 Person,,True,False,carwale,current_year_fallback_review,fiat-petra-el-1-6-ps-petrol-manual-1596-2026-2026,2026,2026,Petra,fiat,petra,623,el-16-ps,https://www.carwale.com/fiat-cars/petra/,
Fiat,Petra,ELX 1.2 PS,2026,Petrol,Manual,1592,11,5 Person,,True,False,carwale,current_year_fallback_review,fiat-petra-elx-1-2-ps-petrol-manual-1592-2026-2026,2026,2026,Petra,fiat,petra,412,elx-12-ps,https://www.carwale.com/fiat-cars/petra/,
Fiat,Petra,ELX 1.6 PS,2026,Petrol,Manual,1596,9.2,5 Person,,True,False,carwale,current_year_fallback_review,fiat-petra-elx-1-6-ps-petrol-manual-1596-2026-2026,2026,2026,Petra,fiat,petra,624,elx-16-ps,https://www.carwale.com/fiat-cars/petra/,
Fiat,Punto,Active 1.2,2011,Petrol,Manual,1172,12,5 Person,,False,True,carwale,model_generation_range_fallback,fiat-punto-active-1-2-petrol-manual-1172-2009-2011,2009,2011,Punto [2009-2011],fiat,punto-2009-2011,1562,active-12,https://www.carwale.com/fiat-cars/punto-2009-2011/,
Fiat,Punto,Active 1.3,2011,Diesel,Manual,1248,13.46,5 Person,,False,True,carwale,model_generation_range_fallback,fiat-punto-active-1-3-diesel-manual-1248-2009-2011,2009,2011,Punto [2009-2011],fiat,punto-2009-2011,1566,active-13,https://www.carwale.com/fiat-cars/punto-2009-2011/,
Fiat,Punto,Active 1.3,2011,Diesel,Manual,1248,20.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-punto-active-1-3-diesel-manual-1248-2011-2014,2011,2014,Punto [2011-2014],fiat,punto-2011-2014,2353,active-13,https://www.carwale.com/fiat-cars/punto-2011-2014/,
Fiat,Punto,Dynamic 1.2,2011,Petrol,Manual,1172,12,5 Person,,False,True,carwale,model_generation_range_fallback,fiat-punto-dynamic-1-2-petrol-manual-1172-2009-2011,2009,2011,Punto [2009-2011],fiat,punto-2009-2011,1751,dynamic-12,https://www.carwale.com/fiat-cars/punto-2009-2011/,
Fiat,Punto,Dynamic 1.3,2011,Diesel,Manual,1248,13.46,5 Person,,False,True,carwale,model_generation_range_fallback,fiat-punto-dynamic-1-3-diesel-manual-1248-2009-2011,2009,2011,Punto [2009-2011],fiat,punto-2009-2011,1567,dynamic-13,https://www.carwale.com/fiat-cars/punto-2009-2011/,
Fiat,Punto,Dynamic 1.3,2011,Diesel,Manual,1248,20.5,5 Person,,False,True,carwale,carwale_launch_discontinue_range,fiat-punto-dynamic-1-3-diesel-manual-1248-2011-2014,2011,2014,Punto [2011-2014],fiat,punto-2011-2014,2354,dynamic-13,https://www.carwale.com/fiat-cars/punto-2011-2014/,
Fiat,Punto,Dynamic 1.4,2011,Petrol,Manual,1368,11.8,5 Person,,False,True,carwale,model_generation_range_fallback,fiat-punto-dynamic-1-4-petrol-manual-1368-2009-2011,2009,2011,Punto [2009-2011],fiat,punto-2009-2011,1563,dynamic-14,https://www.carwale.com/fiat-cars/punto-2009-2011/,
Fiat,Punto,Emotion 1.2,2011,Petrol,Manual,1172,12,5 Person,,False,True,carwale,model_generation_range_fallback,fiat-punto-emotion-1-2-petrol-manual-1172-2009-2011,2009,2011,Punto [2009-2011],fiat,punto-2009-2011,1750,emotion-12,https://www.carwale.com/fiat-cars/punto-2009-2011/,
Fiat,Punto,Emotion 1.3,2011,Diesel,Manual,1248,13.46,5 Person,,False,True,carwale,model_generation_range_fallback,fiat-punto-emotion-1-3-diesel-manual-1248-2009-2011,2009,2011,Punto [2009-2011],fiat,punto-2009-2011,1568,emotion-13,https://www.carwale.com/fiat-cars/punto-2009-2011/,
Fiat,Punto,Emotion 1.4,2011,Petrol,Manual,1368,10.8,5 Person,,False,True,carwale,model_generation_range_fallback,fiat-punto-emotion-1-4-petrol-manual-1368-2009-2011,2009,2011,Punto [2009-2011],fiat,punto-2009-2011,1564,emotion-14,https://www.carwale.com/fiat-cars/punto-2009-2011/,
Fiat,Punto,Emotion 90HP,2011,Diesel,Manual,1248,20.5,5 Person,,False,True,carwale,model_generation_range_fallback,fiat-punto-emotion-90hp-diesel-manual-1248-2011-2014,2011,2014,Punto [2011-2014],fiat,punto-2011-2014,1851,emotion-90hp,https://www.carwale.com/fiat-cars/punto-2011-2014/,
Fiat,Punto,Emotion Pack 1.3,2011,Diesel,Manual,1248,13.46,5 Person,,False,True,carwale,model_generation_range_fallback,fiat-punto-emotion-pack-1-3-diesel-manual-1248-2009-2011,2009,2011,Punto [2009-2011],fiat,punto-2009-2011,1569,emotion-pack-13,https://www.carwale.com/fiat-cars/punto-2009-2011/,
